,provider_name,provider_id,quarter,score
803,"Meritan, Inc. d/b/a Meritan Stepping Stones Macon",682,Q1,98.03
804,"Meritan, Inc. d/b/a Meritan Stepping Stones Macon",682,Q2,98.39
805,"Meritan, Inc. d/b/a Meritan Stepping Stones Macon",682,Q3,102.82
806,"Meritan, Inc. d/b/a Meritan Stepping Stones Macon",682,Q4,98.55
807,Morningstar Children and FamilyServices Foster Care Services -Brunswick ,765,Q1,85.11
808,Morningstar Children and FamilyServices Foster Care Services -Brunswick ,765,Q2,89.5
809,Morningstar Children and FamilyServices Foster Care Services -Brunswick ,765,Q3,89.49
810,Morningstar Children and FamilyServices Foster Care Services -Brunswick ,765,Q4,82.95
811,Murphy-Harpst Children's CentersMurphy-Harpst CPA ,769,Q1,108.73
812,Murphy-Harpst Children's CentersMurphy-Harpst CPA ,769,Q2,104.98
813,Murphy-Harpst Children's CentersMurphy-Harpst CPA ,769,Q3,106.27
814,Murphy-Harpst Children's CentersMurphy-Harpst CPA ,769,Q4,106.77
815,National Youth Advocate ProgramAugusta ,683,Q1,90.9
816,National Youth Advocate ProgramAugusta ,683,Q2,84.45
817,National Youth Advocate ProgramAugusta ,683,Q3,88.45
818,National Youth Advocate ProgramAugusta ,683,Q4,83.73
819,National Youth Advocate ProgramEast Point ,4389,Q1,81.81
820,National Youth Advocate ProgramEast Point ,4389,Q2,82.28
821,National Youth Advocate ProgramEast Point ,4389,Q3,75.47
822,National Youth Advocate ProgramEast Point ,4389,Q4,90.59
823,"National Youth Placement Corp, Inc.",5141,Q1,59.25
824,"National Youth Placement Corp, Inc.",5141,Q2,80.8
825,"National Youth Placement Corp, Inc.",5141,Q3,86.82
826,"National Youth Placement Corp, Inc.",5141,Q4,86.07
827,Neighbor to Family Chatham County,4960,Q1,104.0
828,Neighbor to Family Chatham County,4960,Q2,106.0
829,Neighbor to Family Chatham County,4960,Q3,97.27
830,Neighbor to Family Chatham County,4960,Q4,97.27
831,Neighbor to Family Dekalb County,1031,Q1,103.97
832,Neighbor to Family Dekalb County,1031,Q2,100.48
833,Neighbor to Family Dekalb County,1031,Q3,99.35
834,Neighbor to Family Dekalb County,1031,Q4,93.08
835,Neighbor to Family Douglas County,1033,Q1,101.25
836,Neighbor to Family Douglas County,1033,Q2,104.99
837,Neighbor to Family Douglas County,1033,Q3,100.15
838,Neighbor to Family Douglas County,1033,Q4,91.35
839,Neighbor to Family Fulton County ,774,Q1,90.66
840,Neighbor to Family Fulton County ,774,Q2,85.98
841,Neighbor to Family Fulton County ,774,Q3,91.69
842,Neighbor to Family Fulton County ,774,Q4,85.55
843,Neighbor to Family Gwinnett County,1032,Q1,100.09
844,Neighbor to Family Gwinnett County,1032,Q2,102.02
845,Neighbor to Family Gwinnett County,1032,Q3,97.77
846,Neighbor to Family Gwinnett County,1032,Q4,101.08
847,Neighbor to Family Henry County,1035,Q1,107.35
848,Neighbor to Family Henry County,1035,Q2,104.68
849,Neighbor to Family Henry County,1035,Q3,100.13
850,Neighbor to Family Henry County,1035,Q4,101.3
851,Neighbor to Family RichmondCounty ,1034,Q1,95.5
852,Neighbor to Family RichmondCounty ,1034,Q2,101.3
853,Neighbor to Family RichmondCounty ,1034,Q3,95.33
854,Neighbor to Family RichmondCounty ,1034,Q4,89.45
855,"New Beginnings, Life ChangingNetwork, Inc. ",979,Q1,90.84
856,"New Beginnings, Life ChangingNetwork, Inc. ",979,Q2,88.19
857,"New Beginnings, Life ChangingNetwork, Inc. ",979,Q3,86.01
858,"New Beginnings, Life ChangingNetwork, Inc. ",979,Q4,78.14
859,New Horizons Community ServicesBoard New Horizons ,877,Q1,75.15
860,New Horizons Community ServicesBoard New Horizons ,877,Q2,75.02
861,New Horizons Community ServicesBoard New Horizons ,877,Q3,77.68
862,New Horizons Community ServicesBoard New Horizons ,877,Q4,73.45
863,"New Horizons Initiatives, Inc. ",968,Q1,53.39
864,"New Horizons Initiatives, Inc. ",968,Q2,53.39
865,"New Horizons Initiatives, Inc. ",968,Q3,55.57
866,"New Horizons Initiatives, Inc. ",968,Q4,55.57
867,"Omni Visions, Inc. College Park",5119,Q1,91.31
868,"Omni Visions, Inc. College Park",5119,Q2,91.1
869,"Omni Visions, Inc. College Park",5119,Q3,80.12
870,"Omni Visions, Inc. College Park",5119,Q4,75.76
871,"Omni Visions, Inc. Dalton (formerlyRinggold) ",5121,Q1,109.3
872,"Omni Visions, Inc. Dalton (formerlyRinggold) ",5121,Q2,106.99
873,"Omni Visions, Inc. Dalton (formerlyRinggold) ",5121,Q3,105.44
874,"Omni Visions, Inc. Dalton (formerlyRinggold) ",5121,Q4,88.3
875,"Omni Visions, Inc. Kennesaw ",5144,Q1,61.62
876,"Omni Visions, Inc. Kennesaw ",5144,Q2,106.85
877,"Omni Visions, Inc. Kennesaw ",5144,Q3,100.61
878,"Omni Visions, Inc. Kennesaw ",5144,Q4,94.16
879,"Omni Visions, Inc. Tucker (formerlyPhoenix Homes) ",4934,Q1,91.24
880,"Omni Visions, Inc. Tucker (formerlyPhoenix Homes) ",4934,Q2,96.03
881,"Omni Visions, Inc. Tucker (formerlyPhoenix Homes) ",4934,Q3,82.87
882,"Omni Visions, Inc. Tucker (formerlyPhoenix Homes) ",4934,Q4,90.9
883,"Trinity J and D, LLC Trinity J and D,LLC ",980,Q1,98.54
884,"Trinity J and D, LLC Trinity J and D,LLC ",980,Q2,99.89
885,"Trinity J and D, LLC Trinity J and D,LLC ",980,Q3,98.37
886,"Trinity J and D, LLC Trinity J and D,LLC ",980,Q4,97.55
887,Twin Cedars Youth Services FosterCare ,932,Q1,90.01
888,Twin Cedars Youth Services FosterCare ,932,Q2,92.78
889,Twin Cedars Youth Services FosterCare ,932,Q3,91.0
890,Twin Cedars Youth Services FosterCare ,932,Q4,91.22
891,United Methodist Children Home of the North GAConference ,847,Q1,107.76
892,United Methodist Children Home of the North GAConference ,847,Q2,103.38
893,United Methodist Children Home of the North GAConference ,847,Q3,100.28
894,United Methodist Children Home of the North GAConference ,847,Q4,94.75
895,Universal Health Services ofSavannah Coastal Harbor Families,990,Q1,91.49
896,Universal Health Services ofSavannah Coastal Harbor Families,990,Q2,86.74
897,Universal Health Services ofSavannah Coastal Harbor Families,990,Q3,87.21
898,Universal Health Services ofSavannah Coastal Harbor Families,990,Q4,90.77
